obs	shann
020076	1030	5.78045737611405
020116	593	4.99900848686099
020065	1037	5.81958464805502
020107	1336	6.15141523879933
020117	1343	6.14223034528465
020055	1082	5.63272385583361
020120	1348	6.27004552842118
020092	1222	6.09823425636508
020071	1173	5.21145245134599
020118	1227	3.07266473694774
020129	1017	5.71853866510632
020122	803	5.61120432463855
A11	730	5.51682188477342
A1	788	3.75055654983275
020061	1360	5.95057680456915
020126	896	3.07122064064664
020046	905	5.5856084919722
020124	1287	5.64656939448679
020057	1266	6.12132283145919
A19	1431	6.41571515263856
020049	1224	5.90201941253222
020091	1262	5.86077079480997
020059	1099	5.76686240385508
A17	1331	5.90832250453525
A2	906	4.76318823415584
020051	1232	6.03454312110537
020125	937	5.85692100037513
020081	1049	5.35283880459714
020063	982	5.59978649874513
A20	1355	5.79593146935946
A4	1645	6.3593925623888
020135	710	4.52372443472493
A18	1721	6.72413950885637
A6	971	5.20496423545205
020069	1051	5.59636880244072
020077	1277	5.71265110897537
B10	1896	6.22772426274387
020127	762	5.20789409787099
A22	1302	5.50322216127052
B14	55	1.82706588491697
020138	985	5.4361223329344
020044	726	5.06038952699109
B13	1649	6.32803974824802
020095	1264	6.04698684569957
A5	1607	6.24570855703744
B17	1699	5.71975314099139
A3	1606	5.53194052629841
B19	1453	5.91258963447684
A21	1040	5.73699716285429
B16	643	4.9669205037866
020110	1472	6.21097741573168
020134	1261	5.75072595841497
020123	1176	5.6272484357176
020052	1301	5.83654174488878
B24	1401	5.64824221998303
B22	1572	6.00655351713726
B33	1745	5.58110361333046
020105	1286	6.16319674849071
B11	1773	6.29067420139655
A24	1801	5.29740317214803
B18	1490	5.63373797744704
B4	1321	4.3592067852103
B32	1855	5.99961809015257
BJ_FY175T	1225	4.98422662177328
B23	1345	6.00285393143468
020088	1240	5.96441884457993
B30	2004	6.34330976433552
B35	1540	5.24323701275034
BJ_FY187T	1031	5.79241943819844
020133	1514	5.63186218664846
B36	1908	5.1116297000858
020085	1295	6.05540782867251
A8	1210	4.36983530192886
BJ_HB143T	1576	6.53884661212637
B27	1463	5.68306665652356
BJ_HB145T	1222	5.19862690230565
B9	2116	6.12892334772965
020121	1452	6.24124110332828
BJ_FY178T	1517	5.53931866211622
BJ_FY185T	1145	5.79450960253714
B1	1177	5.66703349967826
A16	1555	6.09600759564738
020108	1139	6.02518207519747
BJ_FY181T	827	2.6988497600095
BJ_HB147T	819	3.49675953508444
020137	1370	5.86148504948875
B34	1209	4.33579456311799
020119	1377	6.29304534929809
BJ_HB154T	876	3.8568033183339
BJ_HB161T	1275	5.7803177663628
020093	925	5.46643139051668
020112	1387	6.20792618225472
BJ_HB168T	1468	4.15988018011127
BJ_FY184T	485	3.71823957340629
020128	1120	5.15475812335773
020056	1100	5.76833963641962
BJ_HB156T	729	4.13137993782043
C040005B	1212	5.36377197628946
C010007A	947	5.41267721219622
C010011B	1076	5.67951561151225
BJ_HB167T	1744	5.34837422427399
C010007B	1119	5.80011943258292
BJ_HB152T	782	5.25020311572596
BJ_HB166T	445	4.2020373213315
C040004A	1881	6.44762328650789
C040008B	1844	6.06451931656104
BJ_HB146T	220	3.02352600767424
BJ_FY189T	1086	5.72713257204065
C040018B	955	5.48836194758324
B28	1695	5.61572116769229
C010010A	1233	6.06578793204266
C040012B	1426	6.08244214480109
C010011A	851	5.11451178736666
BJ_HB165T	398	4.11940276225097
B29	1541	6.31113300730384
C010003B	1339	5.92267930875966
BJ_HB158T	1419	6.22632327591332
C010005B	1480	6.18744090477177
C040022A	1324	6.00956251139967
C040018A	1416	6.22913326059951
BJ_FY171T	676	4.4821384771571
C040005A	1810	6.36573095838815
C010004A	1645	6.23540879083509
C040010B	1277	6.15484870484321
C040022B	1411	5.94568532667304
C010005A	1508	6.26002227484613
BJ_HB144T	807	5.38692024071079
C040013A	1437	6.09016198867371
BJ_FY186T	1094	6.07456840048073
C040006A	1297	5.96818281665786
BJ_HB149T	380	2.36572233358795
C010010B	1579	6.4480728233516
BJ_FY180T	1121	5.70808753364908
C040023A	1444	6.54956043140686
C040007A	1569	6.21281918659219
C040007B	1326	5.457104771286
BJ_HB153T	1069	5.31990887857717
C040010A	1493	6.28353197224347
C040032B	1202	5.85538654184296
C040035A	1465	5.10055648646163
C040025B	1276	6.33033480898381
C040036A	1703	6.59267444051916
BJ_FY172T	997	4.70959327866535
BJ_HB148T	145	4.15074920799862
C040013B	1425	6.42194475238607
BJ_HB157T	1123	4.34156007162146
C040012A	1358	6.32406115422281
C040006B	1294	6.26518791554329
C040031B	1233	5.7697573199417
C040019B	1721	6.62853033944795
BJ_HB159T	1143	5.39213256859183
C040035B	1222	5.97583150385607
BJ_HB164T	751	4.82036525912176
BJ_HB160T	912	6.00206426066761
C040021A	1149	5.60078438935618
C040042B	1339	6.06693701202153
C040011A	1365	6.3324013619463
BJ_HB142T	915	5.84408987965603
C040011B	1363	6.18083755038273
C040049B	1351	6.22649276230538
C040034B	1059	5.7237726230109
C040019A	1625	6.3752490211421
C040014B	1196	5.34345134786757
C040028A	1503	6.40052064372666
C040024B	1289	6.21364592347472
C040050B	1608	6.41579235430137
C040044A	1131	5.54893831399133
C040050A	1589	6.2617807456189
C040025A	1197	5.66376523486308
C040051A	1165	5.91909365067871
C040034A	1256	5.83915603052788
C040029B	1202	6.01251751979294
C040032A	1075	5.5886927396775
C040024A	1192	6.20140725769466
C040037B	1440	6.27916525408953
C040021B	1104	5.89195461338924
C040023B	1393	6.22186405252969
C040060B	1499	6.23128491099113
C040029A	1303	6.14652131270411
C040031A	1060	5.65233594506568
C040033A	1394	6.22027486310842
C040037A	1302	6.06429197254711
C040073B	1294	5.92040323778732
C040066A	1202	6.16947044715937
C040060A	1551	5.00905097311202
C040039B	1009	5.38711875953598
C040076B	1142	6.03678057112245
C040042A	1414	6.37900156993786
C040071A	1290	6.39768446030181
C040071B	1199	6.49261776082516
C040069A	1178	5.17211375995077
C040085B	1238	6.24128207835348
C040051B	1310	6.07155148929802
C040073A	1826	6.28229363581889
C040040B	1283	5.67389959627739
C040053B	1120	6.12062829133966
C040069B	1270	6.26819492690602
C040028B	1194	5.33117403016059
C040059A	1297	5.53557320574081
C050061B	1221	5.93673131677648
C040044B	1216	5.42685450563063
C050055A	1077	5.41754492097231
C050075A	1753	6.24176940422238
C050055B	865	5.31499679602419
C050073A	1139	5.21249613609453
C040036B	955	5.39676826487376
C1	1715	6.13665191143136
C040043A	1274	6.13829125511954
C050085A	1046	5.48197088239438
C050064A	1556	6.27314462865032
C050073B	1053	6.04365110432552
C050044B	1187	5.9483188531458
C040076A	938	5.42422869521169
C040039A	1169	5.65507101672048
C040049A	1167	5.71909815814877
C040066B	1267	6.31780527931434
C040053A	1016	5.70764285915996
C040040A	1231	5.37091274749665
C050098B	1308	6.30731171939191
C050063A	1556	6.33391173322644
C050075B	1742	6.12216749625582
C17	813	4.5998748589464
C13CSL	604	4.80003528902967
C050059B	1397	6.26760847335879
C040061A	1538	6.34971129131825
C17CHY	2030	6.54982446281331
C050059A	1402	6.23569032440681
C16	708	4.76887039881496
C050085B	651	4.76717498683145
C16GJ	1981	6.65632144860382
C12	1273	5.91334059470172
C040045B	1526	6.37318376131594
C050098A	1335	6.12325356207925
C2	1007	5.57626539010508
C21SYR	1492	6.38609622552482
C10	1467	6.29288189116703
C20	1457	6.01739115742261
C050066B	952	5.74893942871436
C040063A	1239	6.27165544529798
C040085A	1156	5.38682986303117
C22ZGP	1977	6.62605470051635
C040063B	1232	6.22887932448876
C050066A	1189	5.85989852835584
C10ZL	1715	6.11188619364381
C26CYJ	1063	4.34545372224605
C19JSQ	1131	5.4795431426724
C040061B	1382	6.2078147748344
C30LXY	1013	4.01361340758944
C040059B	1345	5.80392539405678
C5	1924	5.97344305126015
C2ZFM	969	4.85278768659274
C27SZM	2026	6.29629484264974
C6ZWJ	2246	6.63873457114614
C3ZCL	1731	6.76324176832007
C28DYZ	2155	6.07928248963874
C23SZG	1311	5.23239835624962
C5XWH	1377	6.26901253028643
C050061A	1176	5.90066195829335
C7CYD	1755	5.57386706760739
C050067A	1179	5.87102657992591
C532V8	153	4.24831043178857
C12ZGF	2059	6.51943723451453
C1XSQ	1544	6.26253517605916
C050067B	953	5.72635346416408
C4	1026	4.08477354905708
C040043B	1171	6.07430558229889
C132V8	807	4.73522184654826
C050063B	821	5.81896598222849
C20LZX	1318	5.10694911275738
C18	1346	5.0191455806437
CRR1359408	1354	5.88173534565461
CRR1359396	814	4.64199811162269
C050064B	802	5.81065439152808
CRR1359404	1166	5.41788009159532
C9YPH	1784	6.36036874151356
C11XGF	2136	5.89053293781273
CRR1359415	1456	5.30538076595317
CRR1359410	1001	5.43894426182596
CNC1	30	2.68251718524287
CRR1359418	1516	6.03683667574596
CRR1359422	2271	6.45885423376885
CRR1359427	1240	5.75738288459111
CRR1359425	1298	5.81012575597807
CRR1359428	929	4.67032345101155
C9	910	5.84128694637706
CRR1359430	1300	5.02462115669891
CRR1359429	1694	6.45737436958195
CRR1359433	1805	5.4455683716015
CNC2	14	2.40602257590833
CRR1359437	1520	5.72978416860418
C18LHP	2585	6.81682945242812
CRR1359445	2450	5.4129756968138
CRR1359436	1796	5.87069361515796
CRR1359444	1326	5.85914325376836
C8RFH	1466	5.88751042763315
CRR1359447	776	5.13480891153891
CRR1359434	1392	6.01931839125543
CRR1359450	1511	5.94442955493329
CRR1359454	1579	6.13992319929413
CRR1359461	1507	5.55969464749783
CRR1359451	1361	5.8638747186464
CRR1359464	873	5.0534593947352
CRR1359471	2410	5.66780685848062
CRR1359469	1851	6.18139051192912
CRR1359470	1994	6.34892772617459
CRR1359472	1244	5.61046038350955
CRR1359462	1466	5.74818878007346
CRR1359479	1743	5.47497818308209
CRR1359466	884	4.92177703206245
CRR1359448	1125	4.62753385802764
CRR1359487	1061	5.76899343853088
CRR1359488	1091	5.34950097932795
CRR1359474	1275	3.02909698797221
CRR1359457	1612	5.95221479842841
CRR1359473	1740	5.55660946118918
CRR1359492	930	4.7824941715213
CRR1359468	2338	5.43721962059033
CRR1359485	1563	4.34189863946715
CRR1359482	1539	5.89384608868733
CRR1359484	1863	5.20212329680325
CRR1359499	1751	6.22018918157206
CRR1359498	1031	5.46732501267541
CRR1359495	1232	5.43782924040746
CRR1359491	908	5.1183175393474
CRR1359500	1289	5.33196579868329
CRR1359497	1545	5.2740545954818
CRR1359496	1416	3.22231003354409
CRR1359512	1281	4.88201180903499
CRR1359502	1492	5.56123977080815
CRR1359508	2338	6.40251609086172
CRR1359516	1067	5.76688836434014
CRR1359509	1976	4.93472631267875
CRR1359521	1664	5.9058786721404
CRR1359505	1182	5.70189649109021
CRR1359515	1484	4.09981460901856
CRR1359511	2556	5.62379557277302
CRR1359507	1404	4.84151228772921
CRR1359506	1625	5.58004952531761
CRR1359525	1538	5.75750926697719
CRR1359536	1351	5.16366453495801
CRR1359537	2017	6.22268690483765
CRR1359542	1513	6.08808821445943
CRR1359546	1327	5.62324757420683
CRR1359547	1308	5.96868144622885
CRR1359543	819	5.31213212106294
CRR1359549	1357	5.8662416814792
CRR1359548	1731	5.69296080758893
CRR1359551	1343	5.98338265286584
CRR1359555	1853	4.60110982370263
CRR1359545	813	5.39446473957304
CRR1359563	1265	5.86183255122456
CRR1359562	1522	6.35885557528735
CRR1359567	892	4.86024496846441
CRR1359560	1123	5.2002423220097
CRR1359568	961	5.33430392815734
CRR1359573	948	5.58842242441861
CRR1359572	1286	5.03475109406863
CRR1359575	1169	5.42173006740973
CRR1359569	1177	5.60924118663574
CRR1359576	980	4.47876489415291
CRR1359561	1740	6.33155535768524
CRR1359570	1568	4.37696024755915
CRR1359580	1397	5.99496586132574
CRR1359578	1500	6.06464212824522
CRR1359583	824	5.35232065987298
CRR1359594	1354	5.73668937602283
CRR1359595	766	5.1990867994159
CRR1359591	733	5.37617864861384
CRR1359608	1457	5.94447569596624
C7	1194	5.76436738484132
CRR1359606	1532	2.85649715502479
CRR1359614	1581	5.46752457669342
CRR1359613	1467	5.97668456014292
C6	1379	5.98919217332722
CRR1359622	2170	5.96740619718365
CRR1359616	2405	6.14951115595063
CRR1359629	1921	5.92179584892564
CRR1359609	1089	5.54326391981625
CRR1359627	2177	5.35205459239609
CRR1359625	1629	6.23237510805226
CRR1359634	2636	6.25413879583258
CRR1359624	1657	4.63769206369014
CRR1359642	2538	6.60288897242538
CRR1359648	2638	5.60994888400858
CRR1359649	1199	5.93323235069467
CRR1359640	1616	3.30645208825527
CRR1359660	1241	5.77436071486451
CRR1359662	927	4.76283880949753
CRR1359665	1262	5.5734773248683
CRR1359661	2079	5.53069314193178
CRR1359644	425	0.465097470559387
CRR1359669	1409	6.06083187032716
CRR1359667	1158	5.64679681575202
CRR1359659	1502	4.36511090796636
CRR1359656	2688	5.93023144965685
CRR1359666	1329	5.60946398195155
CRR1359678	1552	5.92140930969283
CRR1359671	1836	5.95948673325799
CRR1359683	1353	4.33540631630219
CRR1359690	2040	6.46767864515705
CRR1359688	1594	5.04067217526169
CRR1359712	1405	5.52311881758013
CRR1359716	2130	6.15705939026764
CRR1359710	1525	5.6051877573816
CRR1359723	1652	5.12022094799581
CRR1359730	1870	5.03893044885082
CRR1359738	1388	5.93660422605994
CRR1359741	1124	5.6240090974781
CRR1359740	1508	6.19261499699083
CRR1359743	1322	5.98426863253934
CRR1359729	642	5.08541129000085
CRR1359753	1660	4.3815693262918
CRR1359761	1178	6.04619477249194
CRR1359763	1225	5.39186282164383
CRR1359770	1333	2.92165185932736
CRR1359764	1684	6.02333942915608
CRR1359782	1287	5.86112377500296
CRR1359780	1352	5.94907341887173
CRR1359791	2109	5.54649992080833
CRR1359795	1715	6.13840332851028
CRR1359802	2036	6.45819185445716
CRR1359797	1571	5.3225341935076
CRR1359806	1307	5.73955296529617
CRR1359809	61	1.76837050415527
CRR1359798	1924	4.55935499763052
CRR1359835	1586	6.01633292100522
CRR1359823	109	1.71294947581437
CRR1359829	1263	5.49460008254861
CRR1359843	907	5.36491746630787
CRR1359840	1477	5.82480643474055
CRR1359842	1188	4.58792108813332
CRR1359839	1489	5.90305427102098
CRR1359847	1815	6.18624962728184
CRR1359848	1338	5.71943677233454
CRR1359850	1629	6.33434635266904
CRR1359862	993	5.16403316514719
CRR1359865	1454	5.92259978054302
CRR1359868	2437	5.35177214994662
CRR1359863	1116	5.72095868061289
CRR1359861	1899	6.19310215795779
CRR1359857	1000	4.04048065326953
CRR1359867	1542	6.15183353947846
CRR1359871	1702	5.72751225209264
CRR1359859	1456	5.94767393916126
CRR1359876	1358	4.41869498392435
CRR1359873	1825	6.2408649967597
CRR1359879	1325	5.90913728985828
CRR1359899	2096	6.06282736650002
CRR1359886	73	0.448240800644796
CRR1359883	65	0.416801872161078
CRR1359885	335	0.570094954385024
CRR1359904	1044	5.67207508304288
CRR1359908	2453	6.70347625853875
CRR1359900	958	5.12869866035989
CRR1359905	1812	6.04127142171335
CRR1359902	1229	5.6196653882234
CRR1359895	1342	5.52018519134804
CRR1359911	1880	6.02128749130659
CRR1359910	1818	5.16188451871943
CRR1359887	885	0.760949772944101
CRR1359891	452	0.786428914220619
CRR1359882	205	0.590517518426497
CRR1359916	1216	5.5244984319464
CRR1359890	76	0.421714434665474
CRR1359884	273	1.67732268432079
CRR1359918	953	5.49798125697655
CRR1359931	864	5.30562253509735
CRR1359888	364	0.604255930728379
CRR1359934	1796	6.05813986003591
CRR1359935	1734	5.87215235328144
CRR1359937	1599	5.45992836103168
CRR1359936	818	5.19311749511333
CRR1359932	1529	5.77578866974634
CRR1359924	863	5.25675503026336
CRR1359947	2139	5.38749799941897
CRR1359951	1424	6.25633443127819
CRR1359964	1595	6.04131684018093
CRR1359971	1367	3.94241327060481
CRR1359973	1487	5.93276474602796
CRR1359975	1965	5.78872511239241
CRR1359979	1398	6.27587754388613
CRR1359985	1024	5.66211756761975
CRR1359984	1818	5.67056224155255
CRR1359982	1720	6.06926539724397
CRR1359967	1313	5.55435644072241
CRR1359978	1383	5.28621917340769
CRR1359976	2025	5.74520788069808
CRR1359992	1440	6.04547103819417
CRR1359993	1173	5.95818376153288
CRR1359986	1721	5.90412732109191
CRR1359994	1107	5.40534510437939
CRR1360002	1634	6.26516791946766
CRR1359998	1545	5.65934192977386
CRR1360004	1959	6.3206765387866
CRR1360000	1569	6.08806773025975
CRR1360015	1387	4.48245873271966
CRR1359997	1007	5.69626998028719
CRR1360019	2145	3.40809934102494
CRR1360012	1329	5.77539763891475
CRR1359995	1834	6.25066912524982
CRR1360013	2011	3.12916590031233
CRR1360026	1768	4.87929985465921
CRR1360017	2011	6.00254604251277
CRR1360009	1488	6.07109484418234
CRR1360034	481	4.00637220985983
CRR1360039	2083	6.23240221916632
CRR1360043	2160	5.02477748644195
CRR1360049	2356	6.30278959740695
CRR1360050	2891	6.13453008230938
CRR1360041	1383	5.4654452969594
CRR1360052	1540	5.79097661638406
CRR1360053	1224	4.73692181051147
CRR1360048	1648	4.35148806711727
CRR1360056	1597	6.51286723834155
CRR1360028	25	0.179100930891973
CRR1360062	1778	5.98501838124924
CRR1360068	1190	5.93390137624872
CRR1360064	1749	5.13140199687034
CRR1360066	1755	6.30835450190952
CRR1360040	48	2.46584329799733
CRR1360073	1718	5.98858358348291
CRR1360071	1704	5.0699280775899
CRR1360069	840	5.01064664552107
CRR1360075	1334	5.99454151893057
CRR1360085	1311	5.66946678416881
CRR1360057	604	4.09691404857878
CRR1360077	1562	4.90126955475453
CRR1360092	1759	5.43984860326286
CRR1360100	2776	6.74094795376681
CRR1360095	2889	5.90048909836462
CRR1360101	2133	6.30768850328484
CRR1360097	1668	5.34226096383713
CRR1360105	2690	4.74294573326157
CRR1360107	1580	6.1275434050764
CRR1360093	2142	5.80835645766461
CRR1360082	804	4.69629794991374
CRR1360103	1741	6.26929328962515
CRR1360114	2090	5.43560384501294
CRR1360116	1538	6.28851429002376
CRR1360117	1563	5.8283665045245
CRR1360109	1006	4.41650450441671
CRR1360106	2037	3.90464370254079
CRR1360126	1434	6.00860478010176
CRR1360132	1952	6.46306636600256
CRR1360139	1331	5.83007945593536
CRR1360136	2122	6.30860734408043
CRR1360133	1688	5.63624364733165
CRR1360145	2069	5.7583343027789
CRR1360149	976	5.36652090170215
CRR1360155	1279	5.73022874428384
CRR1360156	1698	5.28001624115468
CRR1360151	1365	6.28541754821194
CRR1360159	804	4.90728922342455
CRR1360154	1879	4.89677560530035
CRR1360162	1637	5.7780085340507
CRR1360157	1065	5.54832741414611
CRR1360164	1651	5.91430421204592
CRR1360166	1844	4.72331786696579
CRR1360165	1305	5.5423096398254
CRR1360168	1487	5.79040459924572
CRR1360178	1891	6.25175015509976
CRR1360176	1172	5.79328660449909
CRR1360180	1211	5.45258802135509
CRR1360183	2203	6.5862441881996
CRR1360209	1564	3.16555212797899
CRR1360212	2070	5.5962921885335
CRR1360211	2080	4.56656409950802
CRR1360213	1506	5.99218663556618
CRR1360227	1474	4.5390848117177
CRR1360231	1523	5.82152335335871
CRR1360240	1084	5.73776366592288
CRR1360244	1433	5.38310891722877
CRR1360241	1825	5.91727947131014
CRR1360218	12	2.17540569360054
CRR1360236	1477	5.7850814985197
CRR1360251	1163	5.53730891178201
CRR1360255	751	5.13909025641354
CRR1360245	1108	5.75622013244451
